transaction_id,customer_id,account_number,customer_name,timestamp,amount,merchant,merchant_category,payment_channel,transaction_type,country,city,state,device_type,ip_address,risk_score,is_fraud
TXN-104219,CUST-1088,ACC-6618926823,Customer 88,2026-05-16 00:19:13,10505.45,Flipkart Retail,Shopping,ATM,Withdrawal,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.83,10,0
TXN-109186,CUST-1147,ACC-1654477195,Customer 147,2026-05-16 00:23:40,410.76,Flipkart Retail,Shopping,UPI,Purchase,India,Bengaluru,Karnataka,Windows Desktop,49.206.12.119,22,0
TXN-108460,CUST-1327,ACC-7949795085,Customer 327,2026-05-16 00:24:55,6255.35,Airtel Pay,Utilities,Internet Banking,Transfer,India,New Delhi,Delhi,iPhone 15,103.45.21.235,23,0
TXN-103369,CUST-1288,ACC-1637088959,Customer 288,2026-05-16 00:25:14,1685.89,Apollo Pharmacy,Healthcare,UPI,Transfer,India,Bengaluru,Karnataka,MacBook Pro,103.45.21.158,9,0
TXN-108596,CUST-1392,ACC-7508522951,Customer 392,2026-05-16 00:29:14,3413.14,Amazon India,Shopping,UPI,Withdrawal,India,Ahmedabad,Gujarat,MacBook Pro,223.189.43.18,9,0
TXN-107254,CUST-1166,ACC-8387664437,Customer 166,2026-05-16 00:30:06,9599.81,Apollo Pharmacy,Healthcare,Internet Banking,Transfer,India,Ahmedabad,Gujarat,Android Tablet,49.206.12.253,16,0
TXN-105984,CUST-1314,ACC-7116096874,Customer 314,2026-05-16 00:32:08,5772.37,Zomato Food,Food & Dining,POS,Transfer,India,Ahmedabad,Gujarat,Windows Desktop,223.189.43.93,20,0
TXN-106391,CUST-1031,ACC-8519962896,Customer 31,2026-05-16 00:33:01,3428.52,Reliance Digital,Electronics,UPI,Purchase,India,New Delhi,Delhi,iPhone 15,192.168.1.196,6,0
TXN-102837,CUST-1141,ACC-9018065507,Customer 141,2026-05-16 00:39:58,5337.92,DMart Supermarket,Groceries,ATM,Bill Payment,India,Bengaluru,Karnataka,iPhone 15,103.45.21.49,14,0
TXN-102376,CUST-1228,ACC-5143889422,Customer 228,2026-05-16 00:50:33,1513.13,Amazon India,Shopping,UPI,Purchase,India,Bengaluru,Karnataka,Android Tablet,223.189.43.191,27,0
TXN-105822,CUST-1065,ACC-3328710672,Customer 65,2026-05-16 00:50:40,2439.37,Airtel Pay,Utilities,UPI,Transfer,India,New Delhi,Delhi,iPhone 15,192.168.1.45,5,0
TXN-102542,CUST-1387,ACC-2428156550,Customer 387,2026-05-16 00:50:58,1393.84,Flipkart Retail,Shopping,UPI,Transfer,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.94,14,0
TXN-101636,CUST-1300,ACC-8517413631,Customer 300,2026-05-16 00:53:52,4848.23,Reliance Digital,Electronics,POS,Purchase,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.122,5,0
TXN-107014,CUST-1337,ACC-2888766939,Customer 337,2026-05-16 00:54:44,11688.5,Taj Hotels,Hospitality,Mobile Banking,Transfer,India,Ahmedabad,Gujarat,Windows Desktop,223.189.43.184,9,0
TXN-100340,CUST-1329,ACC-5632753983,Customer 329,2026-05-16 00:55:14,7665.75,Airtel Pay,Utilities,POS,Bill Payment,India,Chennai,Tamil Nadu,MacBook Pro,223.189.43.161,13,0
TXN-100090,CUST-1385,ACC-4209700340,Customer 385,2026-05-16 00:57:48,3782.67,Zomato Food,Food & Dining,POS,Withdrawal,India,New Delhi,Delhi,iPhone 15,49.206.12.223,25,0
TXN-107257,CUST-1228,ACC-5143889422,Customer 228,2026-05-16 01:05:11,11737.18,Flipkart Retail,Shopping,UPI,Withdrawal,India,Bengaluru,Karnataka,Android Tablet,103.45.21.62,29,0
TXN-105940,CUST-1018,ACC-3727210979,Customer 18,2026-05-16 01:06:29,2902.13,Flipkart Retail,Shopping,UPI,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.219,16,0
TXN-102080,CUST-1170,ACC-6771394050,Customer 170,2026-05-16 01:07:04,882.67,Zomato Food,Food & Dining,POS,Purchase,India,New Delhi,Delhi,MacBook Pro,192.168.1.218,18,0
TXN-100961,CUST-1200,ACC-7415801613,Customer 200,2026-05-16 01:07:27,2163.65,Airtel Pay,Utilities,POS,Purchase,India,Pune,Maharashtra,Android Tablet,192.168.1.88,7,0
TXN-108949,CUST-1206,ACC-6789448659,Customer 206,2026-05-16 01:15:26,1377.09,Zomato Food,Food & Dining,UPI,Purchase,India,New Delhi,Delhi,MacBook Pro,223.189.43.35,19,0
TXN-101426,CUST-1259,ACC-7688606771,Customer 259,2026-05-16 01:16:02,2950.23,DMart Supermarket,Groceries,UPI,Bill Payment,India,Pune,Maharashtra,Windows Desktop,223.189.43.14,27,0
TXN-109740,CUST-1071,ACC-2119980130,Customer 71,2026-05-16 01:16:19,13469.73,Reliance Digital,Electronics,POS,Purchase,India,New Delhi,Delhi,Samsung Galaxy S24,223.189.43.96,13,0
TXN-108218,CUST-1085,ACC-8325785916,Customer 85,2026-05-16 01:21:00,9655.17,Swiggy Delivery,Food & Dining,UPI,Bill Payment,India,Mumbai,Maharashtra,iPhone 15,103.45.21.192,27,0
TXN-103321,CUST-1334,ACC-3587283948,Customer 334,2026-05-16 01:25:11,3811.05,Reliance Digital,Electronics,UPI,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,192.168.1.176,11,0
TXN-108109,CUST-1059,ACC-4590711152,Customer 59,2026-05-16 01:27:21,10583.65,Amazon India,Shopping,UPI,Withdrawal,India,Pune,Maharashtra,Samsung Galaxy S24,103.45.21.89,2,0
TXN-106460,CUST-1071,ACC-2119980130,Customer 71,2026-05-16 01:29:27,14438.63,Airtel Pay,Utilities,Mobile Banking,Purchase,India,New Delhi,Delhi,Samsung Galaxy S24,223.189.43.188,8,0
TXN-101998,CUST-1340,ACC-7278136169,Customer 340,2026-05-16 01:30:08,3693.36,DMart Supermarket,Groceries,Internet Banking,Purchase,India,Mumbai,Maharashtra,iPhone 15,223.189.43.3,14,0
TXN-100730,CUST-1222,ACC-7475684019,Customer 222,2026-05-16 01:36:35,7508.96,Airtel Pay,Utilities,UPI,Transfer,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.75,22,0
TXN-108564,CUST-1267,ACC-7243352390,Customer 267,2026-05-16 01:45:24,3356.57,Flipkart Retail,Shopping,UPI,Purchase,India,Kolkata,West Bengal,Android Tablet,103.45.21.187,26,0
TXN-106684,CUST-1062,ACC-9526836552,Customer 62,2026-05-16 01:45:45,8631.27,Amazon India,Shopping,POS,Bill Payment,India,Chennai,Tamil Nadu,Windows Desktop,49.206.12.197,18,0
TXN-105538,CUST-1331,ACC-3190227431,Customer 331,2026-05-16 01:48:03,2572.89,DMart Supermarket,Groceries,UPI,Transfer,India,New Delhi,Delhi,MacBook Pro,49.206.12.205,6,0
TXN-108434,CUST-1204,ACC-8093179263,Customer 204,2026-05-16 01:53:41,7824.82,HDFC Home Loan,Financial Services,Mobile Banking,Purchase,India,Chennai,Tamil Nadu,Samsung Galaxy S24,192.168.1.230,20,0
TXN-103057,CUST-1398,ACC-9944748312,Customer 398,2026-05-16 01:54:20,485.38,Airtel Pay,Utilities,UPI,Purchase,India,Kolkata,West Bengal,iPhone 15,223.189.43.77,1,0
TXN-105401,CUST-1173,ACC-2355268102,Customer 173,2026-05-16 02:08:09,13315.38,Amazon India,Shopping,Internet Banking,Withdrawal,India,Bengaluru,Karnataka,Samsung Galaxy S24,223.189.43.118,5,0
TXN-100935,CUST-1366,ACC-5012760260,Customer 366,2026-05-16 02:15:22,50198.27,Midnight Cash Outlet,ATM Cash Out,ATM,Withdrawal,India,Pune,Maharashtra,MacBook Pro,223.189.43.58,95,1
TXN-105301,CUST-1062,ACC-9526836552,Customer 62,2026-05-16 02:20:33,8355.35,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Chennai,Tamil Nadu,Windows Desktop,223.189.43.18,18,0
TXN-104771,CUST-1316,ACC-2846465000,Customer 316,2026-05-16 02:23:28,3422.15,Taj Hotels,Hospitality,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.41,4,0
TXN-107134,CUST-1125,ACC-4228856718,Customer 125,2026-05-16 02:34:38,4838.84,Swiggy Delivery,Food & Dining,Mobile Banking,Withdrawal,India,Chennai,Tamil Nadu,Android Tablet,103.45.21.215,26,0
TXN-109180,CUST-1125,ACC-4228856718,Customer 125,2026-05-16 02:51:10,3094.79,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,192.168.1.68,18,0
TXN-109951,CUST-1341,ACC-2232986477,Customer 341,2026-05-16 02:52:27,13341.73,HDFC Home Loan,Financial Services,Mobile Banking,Bill Payment,India,Pune,Maharashtra,Android Tablet,192.168.1.196,3,0
TXN-106199,CUST-1095,ACC-9239688178,Customer 95,2026-05-16 03:04:03,13115.75,Airtel Pay,Utilities,UPI,Bill Payment,India,New Delhi,Delhi,MacBook Pro,223.189.43.163,1,0
TXN-105293,CUST-1329,ACC-5632753983,Customer 329,2026-05-16 03:05:29,5207.0,Taj Hotels,Hospitality,POS,Withdrawal,India,Chennai,Tamil Nadu,MacBook Pro,223.189.43.120,8,0
TXN-104938,CUST-1308,ACC-2721355673,Customer 308,2026-05-16 03:06:39,10419.07,Taj Hotels,Hospitality,Mobile Banking,Transfer,India,Bengaluru,Karnataka,iPhone 15,223.189.43.143,14,0
TXN-108329,CUST-1223,ACC-8413332538,Customer 223,2026-05-16 03:11:19,77.93,Flipkart Retail,Shopping,UPI,Purchase,India,Ahmedabad,Gujarat,Samsung Galaxy S24,192.168.1.247,15,0
TXN-104761,CUST-1279,ACC-4386287675,Customer 279,2026-05-16 03:11:57,428.13,Reliance Digital,Electronics,Internet Banking,Purchase,India,New Delhi,Delhi,iPhone 15,103.45.21.52,6,0
TXN-108321,CUST-1125,ACC-4228856718,Customer 125,2026-05-16 03:15:28,885.27,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.163,9,0
TXN-104415,CUST-1361,ACC-2928130926,Customer 361,2026-05-16 03:18:34,58894.14,Unknown Forex Broker,Investment,Internet Banking,Purchase,India,Hyderabad,Telangana,New Unrecognized Mobile Device,185.220.101.44,90,1
TXN-104793,CUST-1023,ACC-2970753705,Customer 23,2026-05-16 03:20:05,9029.24,DMart Supermarket,Groceries,Internet Banking,Purchase,India,Chennai,Tamil Nadu,Samsung Galaxy S24,49.206.12.140,25,0
TXN-105325,CUST-1176,ACC-2549972386,Customer 176,2026-05-16 03:28:36,3507.46,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,49.206.12.152,18,0
TXN-102103,CUST-1116,ACC-1198486416,Customer 116,2026-05-16 03:30:26,8082.19,Taj Hotels,Hospitality,ATM,Transfer,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.216,14,0
TXN-101555,CUST-1357,ACC-1590838716,Customer 357,2026-05-16 03:30:58,2043.53,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Pune,Maharashtra,MacBook Pro,223.189.43.195,13,0
TXN-104050,CUST-1069,ACC-2734202799,Customer 69,2026-05-16 03:37:15,12261.79,Apollo Pharmacy,Healthcare,ATM,Purchase,India,Hyderabad,Telangana,Android Tablet,103.45.21.168,18,0
TXN-103384,CUST-1084,ACC-5310195918,Customer 84,2026-05-16 03:47:35,1102.38,Zomato Food,Food & Dining,UPI,Transfer,India,Bengaluru,Karnataka,MacBook Pro,103.45.21.197,1,0
TXN-107479,CUST-1040,ACC-8438486479,Customer 40,2026-05-16 03:59:08,679.49,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Pune,Maharashtra,Android Tablet,223.189.43.120,5,0
TXN-106468,CUST-1158,ACC-7371573279,Customer 158,2026-05-16 04:18:20,1974.48,DMart Supermarket,Groceries,UPI,Purchase,India,Kolkata,West Bengal,Android Tablet,103.45.21.193,24,0
TXN-103476,CUST-1015,ACC-6927597015,Customer 15,2026-05-16 04:18:51,2082.87,DMart Supermarket,Groceries,UPI,Purchase,India,Ahmedabad,Gujarat,MacBook Pro,223.189.43.38,4,0
TXN-108444,CUST-1211,ACC-9594878379,Customer 211,2026-05-16 04:24:46,6821.73,HDFC Home Loan,Financial Services,ATM,Withdrawal,India,Ahmedabad,Gujarat,Windows Desktop,192.168.1.196,14,0
TXN-100093,CUST-1033,ACC-8385972235,Customer 33,2026-05-16 04:24:58,4064.63,Uber India,Travel,POS,Bill Payment,India,Bengaluru,Karnataka,Android Tablet,223.189.43.213,18,0
TXN-109348,CUST-1379,ACC-9660523876,Customer 379,2026-05-16 04:26:40,10751.97,Airtel Pay,Utilities,UPI,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,223.189.43.3,12,0
TXN-109405,CUST-1069,ACC-2734202799,Customer 69,2026-05-16 04:31:21,14355.46,Taj Hotels,Hospitality,Mobile Banking,Bill Payment,India,Hyderabad,Telangana,Android Tablet,49.206.12.41,29,0
TXN-105242,CUST-1073,ACC-7258731893,Customer 73,2026-05-16 04:37:25,54.93,Flipkart Retail,Shopping,UPI,Purchase,India,Pune,Maharashtra,iPhone 15,192.168.1.132,7,0
TXN-100362,CUST-1033,ACC-8385972235,Customer 33,2026-05-16 04:41:04,180.83,Reliance Digital,Electronics,UPI,Transfer,India,Bengaluru,Karnataka,Android Tablet,223.189.43.138,7,0
TXN-103025,CUST-1068,ACC-1798112150,Customer 68,2026-05-16 04:43:22,8733.92,Reliance Digital,Electronics,ATM,Withdrawal,India,Pune,Maharashtra,Samsung Galaxy S24,49.206.12.3,13,0
TXN-105835,CUST-1007,ACC-4733616459,Customer 7,2026-05-16 04:44:25,2786.61,Uber India,Travel,POS,Transfer,India,Bengaluru,Karnataka,Windows Desktop,49.206.12.107,5,0
TXN-106068,CUST-1248,ACC-1458072318,Customer 248,2026-05-16 04:44:43,6004.02,Uber India,Travel,Internet Banking,Withdrawal,India,Kolkata,West Bengal,Android Tablet,223.189.43.133,23,0
TXN-108172,CUST-1365,ACC-8048810275,Customer 365,2026-05-16 04:50:36,5925.08,HDFC Home Loan,Financial Services,ATM,Transfer,India,New Delhi,Delhi,Android Tablet,192.168.1.99,1,0
TXN-107195,CUST-1176,ACC-2549972386,Customer 176,2026-05-16 04:54:30,2468.15,Reliance Digital,Electronics,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,49.206.12.207,5,0
TXN-108740,CUST-1010,ACC-5710360983,Customer 10,2026-05-16 05:08:03,2721.62,DMart Supermarket,Groceries,UPI,Purchase,India,New Delhi,Delhi,Android Tablet,103.45.21.27,13,0
TXN-103722,CUST-1057,ACC-6491309593,Customer 57,2026-05-16 05:08:27,2842.81,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Hyderabad,Telangana,iPhone 15,103.45.21.134,20,0
TXN-104690,CUST-1078,ACC-3271782991,Customer 78,2026-05-16 05:10:55,11161.82,Uber India,Travel,Internet Banking,Bill Payment,India,Chennai,Tamil Nadu,iPhone 15,103.45.21.18,23,0
TXN-109545,CUST-1081,ACC-2472659626,Customer 81,2026-05-16 05:14:26,646.05,DMart Supermarket,Groceries,POS,Purchase,India,Chennai,Tamil Nadu,Android Tablet,103.45.21.127,26,0
TXN-109727,CUST-1362,ACC-8663811838,Customer 362,2026-05-16 05:15:38,12956.5,Taj Hotels,Hospitality,Mobile Banking,Transfer,India,Hyderabad,Telangana,MacBook Pro,223.189.43.236,4,0
TXN-102073,CUST-1304,ACC-2578662692,Customer 304,2026-05-16 05:21:02,2921.61,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,103.45.21.142,13,0
TXN-103167,CUST-1083,ACC-8019198243,Customer 83,2026-05-16 05:22:44,2527.17,DMart Supermarket,Groceries,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,223.189.43.204,17,0
TXN-107304,CUST-1050,ACC-8168204967,Customer 50,2026-05-16 05:24:33,11369.82,Reliance Digital,Electronics,ATM,Bill Payment,India,Hyderabad,Telangana,Android Tablet,192.168.1.201,1,0
TXN-104260,CUST-1325,ACC-8044354825,Customer 325,2026-05-16 05:25:17,463.61,Flipkart Retail,Shopping,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,103.45.21.132,23,0
TXN-101316,CUST-1015,ACC-6927597015,Customer 15,2026-05-16 05:26:10,2157.58,HDFC Home Loan,Financial Services,UPI,Purchase,India,Ahmedabad,Gujarat,MacBook Pro,192.168.1.122,21,0
TXN-109287,CUST-1134,ACC-6805759868,Customer 134,2026-05-16 05:33:14,10552.59,Taj Hotels,Hospitality,POS,Transfer,India,Kolkata,West Bengal,Windows Desktop,103.45.21.47,11,0
TXN-100197,CUST-1252,ACC-2513206988,Customer 252,2026-05-16 05:35:07,14356.97,HDFC Home Loan,Financial Services,ATM,Withdrawal,India,Hyderabad,Telangana,Android Tablet,192.168.1.202,6,0
TXN-102289,CUST-1358,ACC-9752058817,Customer 358,2026-05-16 05:35:24,5927.52,Apollo Pharmacy,Healthcare,ATM,Purchase,India,New Delhi,Delhi,Android Tablet,103.45.21.241,18,0
TXN-100176,CUST-1248,ACC-1458072318,Customer 248,2026-05-16 05:43:13,9189.81,Flipkart Retail,Shopping,Mobile Banking,Purchase,India,Kolkata,West Bengal,Android Tablet,103.45.21.158,16,0
TXN-105155,CUST-1163,ACC-6206015111,Customer 163,2026-05-16 05:43:19,2611.2,Zomato Food,Food & Dining,UPI,Purchase,India,Chennai,Tamil Nadu,MacBook Pro,192.168.1.86,6,0
TXN-107078,CUST-1276,ACC-3559721644,Customer 276,2026-05-16 05:45:20,37536.43,Offsite ATM Bangalore,ATM Cash Out,ATM,Withdrawal,India,Chennai,Tamil Nadu,Samsung Galaxy S24,192.168.1.159,91,1
TXN-107533,CUST-1145,ACC-9673185158,Customer 145,2026-05-16 05:45:35,2411.97,Uber India,Travel,UPI,Transfer,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.25,10,0
TXN-107581,CUST-1338,ACC-8006745733,Customer 338,2026-05-16 05:47:03,2057.71,Zomato Food,Food & Dining,UPI,Purchase,India,Chennai,Tamil Nadu,Android Tablet,223.189.43.208,3,0
TXN-105263,CUST-1036,ACC-4274958945,Customer 36,2026-05-16 05:48:03,7762.84,Amazon India,Shopping,ATM,Bill Payment,India,Mumbai,Maharashtra,Android Tablet,192.168.1.113,26,0
TXN-106510,CUST-1098,ACC-8616379926,Customer 98,2026-05-16 05:49:37,7718.97,Airtel Pay,Utilities,UPI,Transfer,India,New Delhi,Delhi,Android Tablet,49.206.12.253,5,0
TXN-104828,CUST-1280,ACC-6043349038,Customer 280,2026-05-16 05:51:11,12591.97,Flipkart Retail,Shopping,Internet Banking,Purchase,India,Mumbai,Maharashtra,Samsung Galaxy S24,103.45.21.183,10,0
TXN-104659,CUST-1249,ACC-8298348088,Customer 249,2026-05-16 05:53:09,3231.68,DMart Supermarket,Groceries,UPI,Purchase,India,Mumbai,Maharashtra,Windows Desktop,103.45.21.132,20,0
TXN-109332,CUST-1261,ACC-2595467139,Customer 261,2026-05-16 05:57:05,3656.12,Zomato Food,Food & Dining,UPI,Purchase,India,Hyderabad,Telangana,Windows Desktop,223.189.43.95,8,0
TXN-103587,CUST-1205,ACC-8792122716,Customer 205,2026-05-16 05:57:48,8736.16,Swiggy Delivery,Food & Dining,ATM,Withdrawal,India,Pune,Maharashtra,Windows Desktop,223.189.43.253,18,0
TXN-103782,CUST-1014,ACC-5231494220,Customer 14,2026-05-16 06:12:03,1918.55,Reliance Digital,Electronics,UPI,Transfer,India,Hyderabad,Telangana,iPhone 15,192.168.1.59,3,0
TXN-108778,CUST-1030,ACC-9639245200,Customer 30,2026-05-16 06:12:09,12599.02,Airtel Pay,Utilities,POS,Transfer,India,Pune,Maharashtra,Android Tablet,192.168.1.45,14,0
TXN-105985,CUST-1283,ACC-3549776132,Customer 283,2026-05-16 06:14:00,2494.12,Swiggy Delivery,Food & Dining,UPI,Transfer,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.125,17,0
TXN-104534,CUST-1295,ACC-8151583833,Customer 295,2026-05-16 06:21:55,989.34,Airtel Pay,Utilities,UPI,Purchase,India,New Delhi,Delhi,Samsung Galaxy S24,103.45.21.69,5,0
TXN-108771,CUST-1072,ACC-6435772945,Customer 72,2026-05-16 06:22:27,5881.7,Reliance Digital,Electronics,Mobile Banking,Transfer,India,Bengaluru,Karnataka,MacBook Pro,49.206.12.249,19,0
TXN-102071,CUST-1268,ACC-9381721143,Customer 268,2026-05-16 06:23:23,3768.64,Apollo Pharmacy,Healthcare,Mobile Banking,Transfer,India,Mumbai,Maharashtra,MacBook Pro,49.206.12.227,28,0
TXN-106238,CUST-1185,ACC-8578226896,Customer 185,2026-05-16 06:24:05,12072.46,Airtel Pay,Utilities,Internet Banking,Withdrawal,India,Hyderabad,Telangana,Android Tablet,49.206.12.86,23,0
TXN-102914,CUST-1108,ACC-3381183483,Customer 108,2026-05-16 06:25:16,2176.03,DMart Supermarket,Groceries,Internet Banking,Transfer,India,Hyderabad,Telangana,Windows Desktop,49.206.12.175,17,0
TXN-104452,CUST-1346,ACC-5976777081,Customer 346,2026-05-16 06:26:32,14877.33,Taj Hotels,Hospitality,UPI,Withdrawal,India,New Delhi,Delhi,MacBook Pro,192.168.1.225,14,0
TXN-104141,CUST-1215,ACC-8293928340,Customer 215,2026-05-16 06:30:33,12852.96,Uber India,Travel,Internet Banking,Withdrawal,India,Pune,Maharashtra,iPhone 15,223.189.43.179,4,0
TXN-104067,CUST-1124,ACC-8995059760,Customer 124,2026-05-16 06:32:13,10240.15,Swiggy Delivery,Food & Dining,ATM,Purchase,India,Ahmedabad,Gujarat,MacBook Pro,192.168.1.167,28,0
TXN-104626,CUST-1154,ACC-7583090712,Customer 154,2026-05-16 06:40:19,11938.7,Taj Hotels,Hospitality,Internet Banking,Bill Payment,India,New Delhi,Delhi,iPhone 15,192.168.1.145,29,0
TXN-109665,CUST-1192,ACC-7845366946,Customer 192,2026-05-16 06:43:55,1788.2,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Chennai,Tamil Nadu,iPhone 15,192.168.1.135,10,0
TXN-102008,CUST-1021,ACC-7017956955,Customer 21,2026-05-16 06:52:43,1451.82,Swiggy Delivery,Food & Dining,POS,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,192.168.1.151,12,0
TXN-109204,CUST-1051,ACC-3030106617,Customer 51,2026-05-16 06:58:49,11609.34,Amazon India,Shopping,POS,Purchase,India,Ahmedabad,Gujarat,Windows Desktop,192.168.1.224,11,0
TXN-107757,CUST-1006,ACC-2801823908,Customer 6,2026-05-16 07:06:03,340.07,Taj Hotels,Hospitality,UPI,Purchase,India,Ahmedabad,Gujarat,Android Tablet,192.168.1.135,15,0
TXN-107358,CUST-1379,ACC-9660523876,Customer 379,2026-05-16 07:07:06,11480.75,Airtel Pay,Utilities,POS,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,49.206.12.163,12,0
TXN-107433,CUST-1398,ACC-9944748312,Customer 398,2026-05-16 07:07:55,2591.68,Zomato Food,Food & Dining,UPI,Purchase,India,Kolkata,West Bengal,iPhone 15,223.189.43.87,4,0
TXN-100065,CUST-1365,ACC-8048810275,Customer 365,2026-05-16 07:09:32,1418.23,Airtel Pay,Utilities,ATM,Transfer,India,New Delhi,Delhi,Android Tablet,223.189.43.83,12,0
TXN-103286,CUST-1016,ACC-5993561321,Customer 16,2026-05-16 07:11:34,8137.31,Apollo Pharmacy,Healthcare,ATM,Purchase,India,New Delhi,Delhi,Samsung Galaxy S24,223.189.43.113,27,0
TXN-109373,CUST-1234,ACC-1293864877,Customer 234,2026-05-16 07:14:27,12076.04,DMart Supermarket,Groceries,Mobile Banking,Bill Payment,India,Chennai,Tamil Nadu,Samsung Galaxy S24,223.189.43.117,14,0
TXN-101830,CUST-1155,ACC-2465576748,Customer 155,2026-05-16 07:17:07,6209.6,Swiggy Delivery,Food & Dining,ATM,Purchase,India,Kolkata,West Bengal,Windows Desktop,223.189.43.133,1,0
TXN-100459,CUST-1025,ACC-5284391408,Customer 25,2026-05-16 07:18:05,3085.8,Taj Hotels,Hospitality,UPI,Purchase,India,Ahmedabad,Gujarat,iPhone 15,192.168.1.192,3,0
TXN-103126,CUST-1197,ACC-4550353803,Customer 197,2026-05-16 07:18:09,4540.21,Swiggy Delivery,Food & Dining,POS,Withdrawal,India,Pune,Maharashtra,iPhone 15,49.206.12.64,24,0
TXN-109077,CUST-1123,ACC-7852415525,Customer 123,2026-05-16 07:18:52,1955.73,DMart Supermarket,Groceries,UPI,Purchase,India,Ahmedabad,Gujarat,Android Tablet,223.189.43.143,22,0
TXN-100861,CUST-1307,ACC-2507634128,Customer 307,2026-05-16 07:19:51,3354.81,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Bengaluru,Karnataka,Samsung Galaxy S24,103.45.21.59,27,0
TXN-101132,CUST-1017,ACC-8173347748,Customer 17,2026-05-16 07:20:00,2662.65,Flipkart Retail,Shopping,UPI,Transfer,India,Pune,Maharashtra,Android Tablet,49.206.12.139,23,0
TXN-104374,CUST-1258,ACC-5789617427,Customer 258,2026-05-16 07:27:29,13898.53,Uber India,Travel,Mobile Banking,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,223.189.43.92,27,0
TXN-105105,CUST-1335,ACC-7991986741,Customer 335,2026-05-16 07:39:00,306.88,Amazon India,Shopping,Mobile Banking,Withdrawal,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.141,26,0
TXN-104655,CUST-1328,ACC-1454678712,Customer 328,2026-05-16 07:46:02,3744.75,Taj Hotels,Hospitality,UPI,Purchase,India,Kolkata,West Bengal,Android Tablet,192.168.1.119,6,0
TXN-106561,CUST-1259,ACC-7688606771,Customer 259,2026-05-16 07:46:16,7050.72,HDFC Home Loan,Financial Services,POS,Purchase,India,Pune,Maharashtra,Windows Desktop,49.206.12.227,27,0
TXN-101070,CUST-1307,ACC-2507634128,Customer 307,2026-05-16 07:53:06,3722.23,Swiggy Delivery,Food & Dining,Mobile Banking,Purchase,India,Bengaluru,Karnataka,Samsung Galaxy S24,103.45.21.229,19,0
TXN-108148,CUST-1039,ACC-1248786714,Customer 39,2026-05-16 07:53:36,10322.45,HDFC Home Loan,Financial Services,Mobile Banking,Transfer,India,Pune,Maharashtra,iPhone 15,223.189.43.207,2,0
TXN-103844,CUST-1176,ACC-2549972386,Customer 176,2026-05-16 07:58:25,7063.74,Uber India,Travel,UPI,Bill Payment,India,Chennai,Tamil Nadu,iPhone 15,103.45.21.85,14,0
TXN-108670,CUST-1172,ACC-2079770569,Customer 172,2026-05-16 08:01:17,195.6,Swiggy Delivery,Food & Dining,UPI,Purchase,India,Pune,Maharashtra,Samsung Galaxy S24,49.206.12.29,7,0
TXN-104539,CUST-1161,ACC-6922713963,Customer 161,2026-05-16 08:01:36,3744.54,Zomato Food,Food & Dining,UPI,Transfer,India,Mumbai,Maharashtra,Windows Desktop,103.45.21.159,25,0
TXN-101950,CUST-1237,ACC-4880176825,Customer 237,2026-05-16 08:06:10,1702.93,HDFC Home Loan,Financial Services,UPI,Transfer,India,Mumbai,Maharashtra,MacBook Pro,103.45.21.125,14,0
TXN-108055,CUST-1379,ACC-9660523876,Customer 379,2026-05-16 08:10:08,3358.51,Apollo Pharmacy,Healthcare,UPI,Purchase,India,Hyderabad,Telangana,Samsung Galaxy S24,223.189.43.64,1,0
TXN-107167,CUST-1343,ACC-6103449651,Customer 343,2026-05-16 08:10:22,137.98,Swiggy Delivery,Food & Dining,UPI,Transfer,India,Ahmedabad,Gujarat,Android Tablet,103.45.21.175,1,0
